experiment,hardware_id,model_id,model_revision,device,dtype,num_threads,num_interop_threads,cpu_affinity,attention,use_cache,compile,quantization,context_length,batch_size,output_tokens,seed,ttft_seconds_count,ttft_seconds_mean,ttft_seconds_p50,ttft_seconds_p95,ttft_seconds_p99,ttft_seconds_min,ttft_seconds_max,tpot_seconds_count,tpot_seconds_mean,tpot_seconds_p50,tpot_seconds_p95,tpot_seconds_p99,tpot_seconds_min,tpot_seconds_max,tps_count,tps_mean,tps_p50,tps_p95,tps_p99,tps_min,tps_max,end_to_end_seconds_count,end_to_end_seconds_mean,end_to_end_seconds_p50,end_to_end_seconds_p95,end_to_end_seconds_p99,end_to_end_seconds_min,end_to_end_seconds_max,peak_rss_bytes_max,peak_cuda_allocated_bytes_max,peak_cuda_reserved_bytes_max
cache_study,HKUSTQLAB-6000ADA::NVIDIA RTX 6000 Ada Generation,/data/main/hanxiao/SmolLM2-360M,,cuda,bfloat16,192,192,0-383,sdpa,False,False,none,128,1,64,4012,10,0.03685997975990176,0.03668239596299827,0.03812560471706092,0.03840597837232053,0.035841576755046844,0.038476071786135435,10,0.03909071162638683,0.03912379829922602,0.04002341945426509,0.04019518875021724,0.03722712708016237,0.04023813107420528,10,25.59095054965702,25.55989054486992,26.414962890511717,26.772698143544833,24.85204887264388,26.86213195680311,10,2.499574812222272,2.5013940015342087,2.5588635181309654,2.569932314627804,2.3820389630272985,2.5726995137520134,1558786048,751382016,775946240
cache_study,HKUSTQLAB-6000ADA::NVIDIA RTX 6000 Ada Generation,/data/main/hanxiao/SmolLM2-360M,,cuda,bfloat16,192,192,0-383,sdpa,False,False,none,128,8,64,4012,10,0.03519530738703906,0.03490752656944096,0.036787962517701084,0.03741616755258292,0.03445721184834838,0.03757321881130338,10,0.03940599278901659,0.039448647730289,0.03983090905997429,0.039899268756945806,0.03849977344304087,0.03991635868118869,10,203.0317574019303,202.79574902945717,206.11539929830184,207.4578243177956,200.41908291023915,207.79343057266905,10,2.5177728530950843,2.520224076928571,2.544870540499687,2.5494211494922636,2.4605244901031256,2.550558801740408,1560875008,782908928,817889280
cache_study,HKUSTQLAB-6000ADA::NVIDIA RTX 6000 Ada Generation,/data/main/hanxiao/SmolLM2-360M,,cuda,bfloat16,192,192,0-383,sdpa,False,False,none,2048,1,64,4012,10,0.03642970360815525,0.03618398145772517,0.03761995602399111,0.03809175122529268,0.03572700219228864,0.038209700025618076,10,0.04020065218431963,0.04020407516139722,0.04061802730023388,0.04078031157867776,0.039666495899418515,0.04082088264828873,10,24.876485425797643,24.87310311888981,25.147644743233876,25.197683000583773,24.497265495603422,25.21019256492125,10,2.5690707912202924,2.5692685930989683,2.596028205915354,2.6071458866773174,2.5349773657508194,2.609925306867808,1568632832,797079552,1040187392
cache_study,HKUSTQLAB-6000ADA::NVIDIA RTX 6000 Ada Generation,/data/main/hanxiao/SmolLM2-360M,,cuda,bfloat16,192,192,0-383,sdpa,False,False,none,2048,8,64,4012,10,0.14740166077390313,0.15123421791940928,0.15329602567944675,0.15331113305408509,0.13606021599844098,0.15331490989774466,10,0.17707954342846596,0.1764838937152591,0.18058466813416177,0.18070345487201675,0.1747202052039996,0.1807331515564805,10,45.18485080015099,45.33020974599633,45.78619937309456,45.7872334837009,44.26415370452907,45.78749201135249,10,11.30341289676726,11.271741535980254,11.529995723743923,11.537601911113597,11.143478594720364,11.539503457956016,1568776192,1137801728,2002780160
cache_study,HKUSTQLAB-6000ADA::NVIDIA RTX 6000 Ada Generation,/data/main/hanxiao/SmolLM2-360M,,cuda,bfloat16,192,192,0-383,sdpa,False,False,none,512,1,64,4012,10,0.03711699061095715,0.03668864397332072,0.03925032936967909,0.03940322366543114,0.035926152020692825,0.039441447239369154,10,0.03958479955363723,0.03957510586561901,0.0398489286291546,0.03987226819286921,0.03929767133076749,0.03987810308379786,10,25.262749708711862,25.268413785727013,25.42873241245624,25.44318683223667,25.07641845196723,25.44680043718178,10,2.5309593624901026,2.529328112024814,2.5471776250051335,2.5485202273586767,2.515194741077721,2.5488558779470623,1566711808,761168384,819986432
cache_study,HKUSTQLAB-6000ADA::NVIDIA RTX 6000 Ada Generation,/data/main/hanxiao/SmolLM2-360M,,cuda,bfloat16,192,192,0-383,sdpa,False,False,none,512,8,64,4012,10,0.03613064531236887,0.03590855444781482,0.03758163726888597,0.03803726579062641,0.03495009010657668,0.038151172921061516,10,0.04032495124191637,0.039873521874791804,0.042582362291536155,0.04391765710232514,0.03952786315321213,0.04425148080502238,10,198.5927125070631,200.63446267409114,202.2619091515122,202.36348679424282,180.7849105716713,202.38888120492547,10,2.5766025735531004,2.548847546102479,2.71893886141479,2.8028540496528147,2.527140916790813,2.823832846712321,1567141888,853887488,1040187392
cache_study,HKUSTQLAB-6000ADA::NVIDIA RTX 6000 Ada Generation,/data/main/hanxiao/SmolLM2-360M,,cuda,bfloat16,192,192,0-383,sdpa,True,False,none,128,1,64,4012,10,0.04109771456569433,0.04073806502856314,0.042359649389982226,0.04247019462287426,0.03992853173986077,0.04249783093109727,10,0.041800520921658195,0.04067754199994462,0.04634139619560705,0.0479770694120181,0.04037582251198944,0.04838598771612086,10,23.995444331202584,24.58358964827145,24.75952442538894,24.765742727327147,20.66714036854988,24.7672973028117,10,2.6745305326301603,2.603965748567134,2.9604544951580465,3.0626875053159894,2.5850053168833256,3.088245757855475,1644818432,755103232,773849088
cache_study,HKUSTQLAB-6000ADA::NVIDIA RTX 6000 Ada Generation,/data/main/hanxiao/SmolLM2-360M,,cuda,bfloat16,192,192,0-383,sdpa,True,False,none,128,8,64,4012,10,0.039248914131894706,0.03944235877133906,0.03987249934580177,0.039897704902105036,0.03834411920979619,0.03990400629118085,10,0.042523385289435583,0.04148094538998391,0.04711355302327622,0.049992807311715466,0.041360894144172704,0.05071262088382528,10,188.8118102800818,192.8596372468399,193.38432690227282,193.41239836219714,157.7516574883155,193.41941622717823,10,2.7182221873663366,2.6529522638302296,3.0072898293612518,3.188273089132272,2.6440804502926767,3.2335189040750265,1656696832,812912128,884998144
cache_study,HKUSTQLAB-6000ADA::NVIDIA RTX 6000 Ada Generation,/data/main/hanxiao/SmolLM2-360M,,cuda,bfloat16,192,192,0-383,sdpa,True,False,none,2048,1,64,4012,10,0.039705385267734525,0.03972429456189275,0.040614414517767726,0.040647555054165424,0.038041152991354465,0.04065584018826485,10,0.040788694623384684,0.04078515370317276,0.04104998004068399,0.04107345668443789,0.04049962776757422,0.041079325845376366,10,24.517142832942,24.518755842776073,24.690081174891613,24.691284205517924,24.34314535160644,24.6915849631745,10,2.6093931465409694,2.6089746919460595,2.6253665047930554,2.6259042459586635,2.590895816218108,2.6260386812500656,1676902400,881068544,1149239296
cache_study,HKUSTQLAB-6000ADA::NVIDIA RTX 6000 Ada Generation,/data/main/hanxiao/SmolLM2-360M,,cuda,bfloat16,192,192,0-383,sdpa,True,False,none,2048,8,64,4012,10,0.1432142473757267,0.14359306590631604,0.14521184058394282,0.14535674575250598,0.1406626971438527,0.14539297204464674,10,0.041902042271953724,0.04181133359596725,0.04233793052733832,0.042518480598616105,0.04165160786064844,0.04256361811643555,10,190.9284765204456,191.33568997570626,191.949970585212,192.0455269697509,187.95394644589373,192.06941606588566,10,2.7830429105088115,2.7767463885247707,2.81136095658876,2.8226496498007325,2.7651965152472258,2.825471823103726,1676947456,1796254208,2092957696
cache_study,HKUSTQLAB-6000ADA::NVIDIA RTX 6000 Ada Generation,/data/main/hanxiao/SmolLM2-360M,,cuda,bfloat16,192,192,0-383,sdpa,True,False,none,512,1,64,4012,10,0.04037844333797693,0.04046832490712404,0.04162594298832119,0.04163675195537508,0.03840059321373701,0.04163945419713855,10,0.04200331811231398,0.04062548548441439,0.04689169247775146,0.04876186725557855,0.04045840867957662,0.04922941095003533,10,23.893570882559928,24.61511658584476,24.704173131339886,24.714227256113045,20.31306043890989,24.716740787306332,10,2.686587484413758,2.6004598275758326,2.993365857703611,3.1117030683811753,2.5905192010104656,3.1412873710505664,1674899456,779786752,884998144
