experiment,hardware_id,model_id,model_revision,device,dtype,num_threads,num_interop_threads,cpu_affinity,attention,use_cache,compile,quantization,context_length,batch_size,output_tokens,seed,ttft_seconds_count,ttft_seconds_mean,ttft_seconds_p50,ttft_seconds_p95,ttft_seconds_p99,ttft_seconds_min,ttft_seconds_max,tpot_seconds_count,tpot_seconds_mean,tpot_seconds_p50,tpot_seconds_p95,tpot_seconds_p99,tpot_seconds_min,tpot_seconds_max,tps_count,tps_mean,tps_p50,tps_p95,tps_p99,tps_min,tps_max,end_to_end_seconds_count,end_to_end_seconds_mean,end_to_end_seconds_p50,end_to_end_seconds_p95,end_to_end_seconds_p99,end_to_end_seconds_min,end_to_end_seconds_max,peak_rss_bytes_max,peak_cuda_allocated_bytes_max,peak_cuda_reserved_bytes_max
cpu_epyc9654_baseline,HKUSTQLAB-6000ADA::x86_64,/data/main/hanxiao/SmolLM2-360M,,cpu,float32,96,1,0-95,sdpa,True,False,none,128,1,64,4012,10,0.2000237743370235,0.199548366246745,0.20502355219796298,0.20621330903843046,0.1952308160252869,0.20651074824854732,10,0.12040695198885505,0.1199778566905667,0.12323640615878892,0.1241149178233796,0.1186226358459819,0.12433454573952726,10,8.306598109665924,8.334877021884704,8.426154202630912,8.429306238064218,8.042817014789556,8.430094246922545,10,7.785661749634892,7.759536747587845,7.961369373346679,8.018185042678379,7.672684290912002,8.032388960011303,2458894336,,
cpu_epyc9654_baseline,HKUSTQLAB-6000ADA::x86_64,/data/main/hanxiao/SmolLM2-360M,,cpu,float32,96,1,0-95,sdpa,True,False,none,128,16,64,4012,10,0.8420297678560018,0.8337901134509593,0.9786135656991973,0.9854283666284754,0.6845177789218724,0.987132066860795,10,0.10926103077621922,0.10887459562056595,0.1138554106348209,0.11603331891701571,0.10576217491475362,0.11657779598756442,10,146.52847945405682,146.95810998734441,150.23655975045696,151.07356741729456,137.24740517230873,151.28281933400396,10,7.725474706757813,7.693710915977135,8.034872287116013,8.102554267118686,7.45760253816843,8.119474762119353,3417223168,,
cpu_epyc9654_baseline,HKUSTQLAB-6000ADA::x86_64,/data/main/hanxiao/SmolLM2-360M,,cpu,float32,96,1,0-95,sdpa,True,False,none,128,2,64,4012,10,0.2661958505865186,0.25823768344707787,0.30375335044227536,0.32691000449471175,0.2561480179429054,0.33269916800782084,10,0.05732770647617086,0.05720625031695124,0.058132547708523885,0.05826363785887166,0.05669659517321085,0.05829641039645861,10,34.88951333446575,34.961216347941914,35.20540038768726,35.26146959320277,34.307429675318325,35.27548689458164,10,3.8778413585852833,3.8624942959286273,3.926301952567883,3.938099577673711,3.844092725776136,3.941048983950168,2504290304,,
cpu_epyc9654_baseline,HKUSTQLAB-6000ADA::x86_64,/data/main/hanxiao/SmolLM2-360M,,cpu,float32,96,1,0-95,sdpa,True,False,none,128,4,64,4012,10,0.3064921674784273,0.2993736451026052,0.338878191052936,0.34950712639372794,0.2946261828765273,0.35216436022892594,10,0.06691730657134146,0.0666678087852363,0.06901579304443052,0.06918246804315242,0.06527336263319566,0.0692241367928329,10,59.80187133637867,60.002929260629955,61.21788179579379,61.26816879485773,57.78331352792165,61.28074054462372,10,4.522282481472939,4.509123630356044,4.6578728060703725,4.66002022116445,4.4092109790071845,4.6605570749379694,2643914752,,
cpu_epyc9654_baseline,HKUSTQLAB-6000ADA::x86_64,/data/main/hanxiao/SmolLM2-360M,,cpu,float32,96,1,0-95,sdpa,True,False,none,128,8,64,4012,10,0.5078273328952492,0.4717678786255419,0.6238535510376095,0.6637575678154826,0.44864092906937003,0.6737335720099509,10,0.08251709521541165,0.08224317577061435,0.08417170157153456,0.0845797647725022,0.08134668433506574,0.08468178057274411,10,96.9633175682009,97.2727183916173,98.2376150011446,98.32313285838242,94.47132483389112,98.34451232269188,10,5.706404331466183,5.670465753413737,5.919529644027353,5.9337256791442625,5.586928112898022,5.937274687923491,2886811648,,
cpu_epyc9654_baseline,HKUSTQLAB-6000ADA::x86_64,/data/main/hanxiao/SmolLM2-360M,,cpu,float32,96,1,0-95,sdpa,True,False,none,2048,1,64,4012,10,1.1126882865093648,1.0600933255627751,1.327628024551086,1.372312596938573,0.996383901219815,1.3834837400354445,10,0.13193382508683182,0.1317344382885725,0.1340203293000481,0.13425561913023037,0.12936649928312927,0.13431444158777595,10,7.580466934167776,7.591041266500705,7.703362192787907,7.724653642602796,7.445215780065535,7.729976505056517,10,9.424519266979768,9.441561748972163,9.586311843199656,9.594391347086058,9.18179476680234,9.596411223057657,3215126528,,
cpu_epyc9654_baseline,HKUSTQLAB-6000ADA::x86_64,/data/main/hanxiao/SmolLM2-360M,,cpu,float32,96,1,0-95,sdpa,True,False,none,2048,16,64,4012,10,30.341039832076056,30.317896669963375,30.68638174368534,30.72027087573428,30.035821225028485,30.72874315874651,10,0.6189442818526121,0.6207623256126507,0.6382263245637573,0.6403911023365244,0.6016697878210199,0.6409322967797163,10,25.861585347953508,25.774760974844483,26.579361991143955,26.59000026553604,24.963635130246967,26.59265983413406,10,69.33452958879062,69.51527947885916,70.57611830150708,70.62282787447795,68.00096487393603,70.63450526772067,7267160064,,
cpu_epyc9654_baseline,HKUSTQLAB-6000ADA::x86_64,/data/main/hanxiao/SmolLM2-360M,,cpu,float32,96,1,0-95,sdpa,True,False,none,2048,2,64,4012,10,2.2734909618273376,2.251090368023142,2.4761777657084165,2.547479348387569,2.1359292031265795,2.5653047440573573,10,0.08035973649442432,0.08127677696757019,0.08275419164168102,0.08296496549606441,0.0765387640438146,0.08301765895966026,10,24.904906508583743,24.607290709391563,25.87779382592459,26.07999875697888,24.091259920637306,26.130549989742455,10,7.33615436097607,7.365510455332696,7.491614000848495,7.546700305859558,7.111029509920627,7.560471882112324,3676610560,,
cpu_epyc9654_baseline,HKUSTQLAB-6000ADA::x86_64,/data/main/hanxiao/SmolLM2-360M,,cpu,float32,96,1,0-95,sdpa,True,False,none,2048,4,64,4012,10,3.603328223945573,3.628355984110385,3.7252049141330645,3.7455235628923402,3.374538460280746,3.750603225082159,10,0.10556340765148875,0.10518611469010394,0.10885184818937901,0.10919486097784506,0.10255685407993576,0.10928061417496157,10,37.90445574155481,38.0281435646981,38.78233202381094,38.95867154948931,36.60301536735398,39.002756430908896,10,10.253822905989363,10.2360360075254,10.444045046297834,10.464028042918072,10.144401880912483,10.46902379207313,4639731712,,
cpu_epyc9654_baseline,HKUSTQLAB-6000ADA::x86_64,/data/main/hanxiao/SmolLM2-360M,,cpu,float32,96,1,0-95,sdpa,True,False,none,2048,8,64,4012,10,13.030211790418253,13.222480788594112,13.596099262032658,13.648854584414511,11.755755551159382,13.662043415009975,10,0.15683554948514536,0.1570210903661237,0.1607168442466193,0.1611663075778929,0.1519017099801983,0.1612786734107113,10,51.02667881024344,50.94993719651005,52.44824273245078,52.622156474375196,49.603582611491646,52.6656349098563,10,22.91085140798241,23.062192891491577,23.58882394940592,23.658610612051564,21.746213086880744,23.67605727771297,5715619840,,
